Mem_used,Mem_free,Mem_total,Mem_Disp,Date,Time,Elapsed_time,trend,seasonal,residual,Aging_Label
1401476,3344296,7088316,5440400,2022-12-22,14:53:45,985,1400700.323520063,1362.1738731385542,-586.497393201571,1.0
1402172,3343588,7088316,5439704,2022-12-22,14:53:50,990,1400708.3264067606,1371.0726915507028,92.60090168868192,1.0
1403928,3341816,7088316,5437948,2022-12-22,14:53:55,995,1400716.3271263903,3195.6269576548866,16.045915954746306,1.0
1402668,3343064,7088316,5439208,2022-12-22,14:54:00,1000,1400724.3256811616,2085.0911295215624,-141.4168106832076,1.0
1403608,3342108,7088316,5438264,2022-12-22,14:54:05,1005,1400732.3220733039,2331.2187221348313,544.4592045613099,1.0
1404904,3340796,7088316,5436968,2022-12-22,14:54:10,1010,1400740.3163050658,3509.565901430324,654.1177935039159,1.0
1405692,3339996,7088316,5436180,2022-12-22,14:54:15,1015,1400748.3083786417,4038.181368219477,905.5102531388402,1.0
1406352,3339320,7088316,5435496,2022-12-22,14:54:20,1020,1400756.2982963147,3861.409253783345,1734.2924499020446,1.0
1406892,3338768,7088316,5434956,2022-12-22,14:54:25,1025,1400764.28606028,4366.945885263526,1760.76805445645,1.0
1406680,3338964,7088316,5435168,2022-12-22,14:54:30,1030,1400772.2716727718,5009.163255324966,898.5650719031692,1.0
1406596,3339036,7088316,5435252,2022-12-22,14:54:35,1035,1400780.2551359734,4323.507577584353,1492.2372864421923,1.0
1406372,3339244,7088316,5435476,2022-12-22,14:54:40,1040,1400788.2364521795,4587.095583725167,996.6679640952498,1.0
1406084,3339520,7088316,5435764,2022-12-22,14:54:45,1045,1400796.2156235739,4465.6786608263,822.1057155998424,1.0
1405368,3340220,7088316,5436480,2022-12-22,14:54:50,1050,1400804.1926523782,4002.5695122958537,561.2378353259992,1.0
1403600,3341972,7088316,5438248,2022-12-22,14:54:55,1055,1400812.1675408126,3247.223610296128,-459.391151108779,1.0
1403576,3341984,7088316,5438272,2022-12-22,14:55:00,1060,1400820.1402911257,3163.39135571287,-407.5316468386445,1.0
1404160,3341412,7088316,5437700,2022-12-22,14:55:05,1065,1400828.110905481,3339.4720248062517,-7.582930287346244,1.0
1403312,3342248,7088316,5438548,2022-12-22,14:55:10,1070,1400836.079386149,2131.0850178744063,344.8355959765613,1.0
1404128,3341416,7088316,5437732,2022-12-22,14:55:15,1075,1400844.0457353508,2139.5106536211824,1144.4436110279057,1.0
